day,site,new_customer,platform,visits,distinct_sessions,orders,gross_sales,bounces,add_to_cart,product_page_views,search_page_views,conversion_rate,bounce_rate,add_to_cart_rate
9/15/2013 0:00,Sortly,1,Linux,0,0,0,10,0,0,0,0, , , 
9/15/2013 0:00,Acme,,Android,5161,4597,0,,1819,133,6881,16502,0,0.352451075,0.0257702
9/15/2013 0:00,Sortly,,BlackBerry,1,0,0,,0,0,2,0,0,0,0
9/15/2013 0:00,Sortly,,Android,2083,1634,0,,1099,64,2968,6065,0,0.527604417,0.030724916
9/15/2013 0:00,Acme,,Windows,49675,38884,0,,20067,1992,95980,220778,0,0.403965778,0.040100654
9/15/2013 0:00,Pinnacle,,Linux,14,9,0,,9,0,11,21,0,0.642857143,0
9/15/2013 0:00,Pinnacle,0,Android,4,3,0,,2,1,4,11,0,0.5,0.25
9/15/2013 0:00,Acme,1,iOS,235,153,149,18205,31,166,1078,1548,0.634042553,0.131914894,0.706382979
9/15/2013 0:00,Acme,0,Unknown,5,4,0,83,1,1,13,28,0,0.2,0.2
9/15/2013 0:00,Pinnacle,,Windows,877,495,0,,539,11,1302,1134,0,0.614595211,0.012542759
9/15/2013 0:00,Sortly,0,Unknown,2,1,0,15,1,1,2,4,0,0.5,0.5
9/15/2013 0:00,Sortly,1,ChromeOS,0,0,0,5,0,0,0,0, , , 
9/15/2013 0:00,Acme,1,Unknown,0,0,0,6,0,0,0,0, , , 
9/15/2013 0:00,Acme,,Unknown,1164,707,0,,917,1,376,1300,0,0.787800687,0.000859107
9/15/2013 0:00,Sortly,,ChromeOS,0,0,0,,0,0,0,0, , , 
9/15/2013 0:00,Tabular,,iOS,3087,2606,0,,132,450,19637,30328,0,0.042759961,0.145772595
9/15/2013 0:00,Pinnacle,0,Unknown,0,0,0,50,0,0,0,0, , , 
9/15/2013 0:00,Sortly,0,iOS,729,577,73,8890,207,163,1365,1963,0.100137174,0.283950617,0.223593964
9/15/2013 0:00,Acme,1,MacOSX,380,239,240,27730,59,260,1814,3326,0.631578947,0.155263158,0.684210526
9/15/2013 0:00,Pinnacle,0,ChromeOS,1,0,0,,1,0,1,0,0,1,0
9/15/2013 0:00,Pinnacle,,Unknown,119,66,0,,84,0,50,197,0,0.705882353,0
9/15/2013 0:00,Acme,,,4,3,0,,4,0,1,2,0,1,0
9/15/2013 0:00,Sortly,,MacOSX,15,13,0,,11,0,30,23,0,0.733333333,0
9/15/2013 0:00,Pinnacle,0,WindowsPhone,0,0,0,,0,0,0,0, , , 
9/15/2013 0:00,Pinnacle,1,Windows,4,2,2,602,1,3,8,11,0.5,0.25,0.75
9/15/2013 0:00,Pinnacle,,MacOSX,455,363,0,,300,16,528,850,0,0.659340659,0.035164835
9/15/2013 0:00,Acme,,Linux,1454,1277,0,,904,28,2637,4581,0,0.62173315,0.019257221
9/15/2013 0:00,Acme,1,Android,21,15,14,1455,3,17,115,168,0.666666667,0.142857143,0.80952381
9/15/2013 0:00,Pinnacle,,Android,104,85,0,,73,2,104,145,0,0.701923077,0.019230769
9/15/2013 0:00,Pinnacle,0,iOS,56,45,3,828,26,8,91,153,0.053571429,0.464285714,0.142857143
9/15/2013 0:00,Sortly,,Unknown,30,26,0,,16,0,32,67,0,0.533333333,0
9/15/2013 0:00,Acme,,iOS,25885,21978,0,,8187,1175,42432,85946,0,0.316283562,0.045393085
9/15/2013 0:00,Botly,1,Android,3,2,3,326,0,3,0,0,1,0,1
9/15/2013 0:00,Sortly,,iOS,6347,5261,0,,2927,286,9551,14748,0,0.461162754,0.045060659
9/15/2013 0:00,Sortly,,WindowsPhone,1,0,0,,1,0,1,0,0,1,0
9/15/2013 0:00,Widgetry,,iOS,4693,3788,0,,120,500,69998,84753,0,0.025569998,0.106541658
9/15/2013 0:00,Pinnacle,0,Windows,67,51,4,1392,29,10,153,315,0.059701493,0.432835821,0.149253731
9/15/2013 0:00,Acme,1,WindowsPhone,1,0,0,23,0,0,1,0,0,0,0
9/15/2013 0:00,Pinnacle,,BlackBerry,4,3,0,,3,0,2,5,0,0.75,0
9/15/2013 0:00,Sortly,0,Linux,1,0,0,,0,0,3,4,0,0,0
9/15/2013 0:00,Acme,,ChromeOS,319,253,0,,112,15,702,1544,0,0.351097179,0.047021944
9/15/2013 0:00,Sortly,1,MacOSX,1,0,0,27,0,0,1,1,0,0,0
9/15/2013 0:00,Pinnacle,1,Android,0,0,0,12,0,0,0,1, , , 
9/16/2013 0:00,Pinnacle,1,Windows,6,4,2,648,2,3,7,14,0.333333333,0.333333333,0.5
9/16/2013 0:00,Pinnacle,1,ChromeOS,0,0,0,3,0,0,0,0, , , 
9/16/2013 0:00,Pinnacle,0,iOS,44,35,2,746,20,7,70,101,0.045454545,0.454545455,0.159090909
9/16/2013 0:00,Acme,,Linux,1296,1162,0,,860,22,1692,3607,0,0.663580247,0.016975309
9/16/2013 0:00,Acme,1,Android,14,11,10,1155,1,11,55,91,0.714285714,0.071428571,0.785714286
9/16/2013 0:00,Acme,1,BlackBerry,0,0,0,16,0,0,0,2, , , 
9/16/2013 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,1,1, , , 
9/16/2013 0:00,Acme,,ChromeOS,253,204,0,,100,10,465,1110,0,0.395256917,0.039525692
9/16/2013 0:00,Sortly,,BlackBerry,1,0,0,,1,0,2,2,0,1,0
9/16/2013 0:00,Sortly,1,Windows,2,1,1,95,0,1,5,4,0.5,0,0.5
9/16/2013 0:00,Sortly,0,Windows,6,5,1,176,2,2,18,12,0.166666667,0.333333333,0.333333333
9/16/2013 0:00,Acme,,MacOSX,23753,17461,0,,11135,1159,38410,98245,0,0.468782891,0.048793837
9/16/2013 0:00,Pinnacle,,Windows,1008,605,0,,626,14,1353,1207,0,0.621031746,0.013888889
9/16/2013 0:00,Sortly,,WindowsPhone,0,0,0,,0,0,0,0, , , 
9/16/2013 0:00,Pinnacle,0,MacOSX,96,71,6,1761,49,13,167,312,0.0625,0.510416667,0.135416667
9/16/2013 0:00,Sortly,,MacOSX,18,16,0,,14,1,23,17,0,0.777777778,0.055555556
9/16/2013 0:00,Acme,1,Linux,6,3,4,317,1,5,26,63,0.666666667,0.166666667,0.833333333
9/16/2013 0:00,Sortly,,Android,2270,1719,0,,1203,62,2960,6301,0,0.529955947,0.027312775
9/16/2013 0:00,Pinnacle,,WindowsPhone,2,1,0,,1,0,3,6,0,0.5,0
9/16/2013 0:00,Sortly,,Windows,34,32,0,,19,2,83,54,0,0.558823529,0.058823529
9/16/2013 0:00,Acme,1,WindowsPhone,0,0,0,21,0,0,3,2, , , 
9/16/2013 0:00,Acme,1,Unknown,1,0,0,69,0,0,1,3,0,0,0
9/16/2013 0:00,Tabular,0,iOS,163,157,163,29366,0,163,1803,2294,1,0,1
9/16/2013 0:00,Pinnacle,0,Linux,0,0,0,,0,0,1,1, , , 
9/16/2013 0:00,Pinnacle,1,MacOSX,4,2,2,572,1,2,4,10,0.5,0.25,0.5
9/16/2013 0:00,Pinnacle,,iOS,450,389,0,,293,11,487,540,0,0.651111111,0.024444444
9/16/2013 0:00,Widgetry,,iOS,4227,3378,0,,118,413,56353,69142,0,0.02791578,0.097705228
9/16/2013 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0, , , 
9/16/2013 0:00,Acme,,BlackBerry,105,93,0,,53,1,89,228,0,0.504761905,0.00952381
9/16/2013 0:00,Botly,0,Android,9,9,9,1145,0,9,2,1,1,0,1
9/16/2013 0:00,Sortly,,Linux,7,5,0,,5,0,5,10,0,0.714285714,0
9/16/2013 0:00,Acme,0,Linux,84,59,10,1329,18,21,311,654,0.119047619,0.214285714,0.25
9/16/2013 0:00,Widgetry,1,iOS,14,13,14,1658,0,14,302,302,1,0,1
9/16/2013 0:00,Acme,0,Windows,12423,8684,2009,295246,1882,3331,41463,94978,0.161716172,0.151493198,0.268131691
9/16/2013 0:00,Tabular,,iOS,2221,1901,0,,93,300,12419,19402,0,0.04187303,0.135074291
9/16/2013 0:00,Pinnacle,,MacOSX,403,318,0,,273,10,428,660,0,0.677419355,0.024813896
9/16/2013 0:00,Acme,,,18,17,0,25,17,0,6,6,0,0.944444444,0
9/16/2013 0:00,Acme,0,iOS,3603,2687,498,79011,693,929,10818,19682,0.138218152,0.192339717,0.257840688
9/16/2013 0:00,Tabular,1,iOS,9,8,9,1356,0,9,88,115,1,0,1
9/16/2013 0:00,Sortly,,ChromeOS,0,0,0,,0,0,1,1, , , 
9/16/2013 0:00,Sortly,0,Linux,0,0,0,,0,0,0,0, , , 
9/16/2013 0:00,Acme,0,BlackBerry,6,4,0,38,2,1,8,27,0,0.333333333,0.166666667
9/16/2013 0:00,Acme,0,ChromeOS,49,33,7,808,9,11,190,381,0.142857143,0.183673469,0.224489796
9/16/2013 0:00,Sortly,1,Android,19,11,6,797,6,9,41,65,0.315789474,0.315789474,0.473684211
9/16/2013 0:00,Sortly,,Unknown,39,34,0,,26,1,39,72,0,0.666666667,0.025641026
9/16/2013 0:00,Sortly,0,MacOSX,5,4,1,75,2,2,11,5,0.2,0.4,0.4
9/16/2013 0:00,Pinnacle,0,Windows,94,71,6,2314,36,14,161,404,0.063829787,0.382978723,0.14893617
9/16/2013 0:00,Acme,1,Windows,744,464,470,50948,112,514,2632,5268,0.63172043,0.150537634,0.690860215
9/16/2013 0:00,Pinnacle,,Android,94,79,0,,66,1,83,127,0,0.70212766,0.010638298
9/16/2013 0:00,Acme,,iOS,20710,17717,0,,7091,846,29536,62661,0,0.342394978,0.040849831
9/16/2013 0:00,Pinnacle,1,iOS,1,1,1,210,0,1,2,3,1,0,1
9/16/2013 0:00,Acme,1,MacOSX,317,203,202,22729,49,218,1283,2503,0.637223975,0.154574132,0.687697161
9/16/2013 0:00,Pinnacle,,Unknown,122,76,0,,92,0,54,159,0,0.754098361,0
9/16/2013 0:00,Acme,1,ChromeOS,3,2,2,176,1,2,13,29,0.666666667,0.333333333,0.666666667
9/16/2013 0:00,Acme,,Windows,58616,46193,0,9,23918,2245,107973,253135,0,0.408045585,0.038300123
9/16/2013 0:00,Botly,,Android,295,241,0,,166,26,101,246,0,0.562711864,0.088135593
9/16/2013 0:00,Acme,0,Android,329,246,25,3153,71,66,907,2160,0.075987842,0.215805471,0.200607903
9/16/2013 0:00,Acme,0,WindowsPhone,14,10,1,57,2,3,41,80,0.071428571,0.142857143,0.214285714
9/16/2013 0:00,Pinnacle,,ChromeOS,2,1,0,,1,0,5,4,0,0.5,0
9/16/2013 0:00,Acme,,WindowsPhone,138,121,0,,62,2,152,446,0,0.449275362,0.014492754
9/16/2013 0:00,Sortly,0,Unknown,2,1,0,7,0,0,6,11,0,0,0
9/16/2013 0:00,Sortly,0,iOS,813,635,77,9157,227,170,1256,1778,0.094710947,0.279212792,0.209102091
9/16/2013 0:00,Pinnacle,0,Android,3,2,0,,2,0,6,10,0,0.666666667,0
9/16/2013 0:00,Botly,1,Android,2,2,2,214,0,2,1,5,1,0,1
9/16/2013 0:00,Pinnacle,1,Android,0,0,0,,0,0,0,0, , , 
9/16/2013 0:00,Acme,0,Unknown,7,5,1,65,2,1,11,23,0.142857143,0.285714286,0.142857143
9/16/2013 0:00,Sortly,1,Unknown,0,0,0,9,0,0,1,1, , , 
9/16/2013 0:00,Sortly,1,iOS,60,36,25,2234,14,32,90,110,0.416666667,0.233333333,0.533333333
9/16/2013 0:00,Widgetry,0,iOS,174,168,174,22998,0,174,4630,3560,1,0,1
9/16/2013 0:00,Acme,,Unknown,1174,720,0,,928,3,389,1329,0,0.790459966,0.002555366
9/16/2013 0:00,Pinnacle,,Linux,15,12,0,,12,0,14,16,0,0.8,0
9/16/2013 0:00,Pinnacle,,BlackBerry,2,2,0,,1,0,3,6,0,0.5,0
9/16/2013 0:00,Acme,,Android,4385,3906,0,,1671,101,5008,12655,0,0.381071836,0.023033067
9/16/2013 0:00,Sortly,1,MacOSX,1,0,0,37,0,1,1,0,0,0,1
9/16/2013 0:00,Sortly,0,Android,200,143,11,1321,66,38,345,642,0.055,0.33,0.19
9/16/2013 0:00,Sortly,,iOS,6381,5278,0,,3094,257,8683,13528,0,0.484876979,0.040275819
9/16/2013 0:00,Acme,1,iOS,158,104,98,11336,23,109,580,833,0.620253165,0.14556962,0.689873418
9/16/2013 0:00,Acme,0,MacOSX,9747,6232,1218,205799,3231,2010,26873,60534,0.124961527,0.331486611,0.206217298
9/17/2013 0:00,Sortly,1,Android,22,12,7,604,5,11,45,70,0.318181818,0.227272727,0.5
9/17/2013 0:00,Acme,0,Linux,74,53,12,1658,15,22,276,638,0.162162162,0.202702703,0.297297297
9/17/2013 0:00,Acme,,WindowsPhone,139,118,0,,65,3,171,457,0,0.467625899,0.021582734
9/17/2013 0:00,Pinnacle,0,Unknown,0,0,0,,0,0,0,0, , , 
9/17/2013 0:00,Sortly,0,Windows,5,4,1,97,1,2,10,10,0.2,0.2,0.4
9/17/2013 0:00,Sortly,1,Unknown,0,0,0,12,0,0,0,0, , , 
9/17/2013 0:00,Sortly,1,iOS,55,37,24,2465,12,30,84,98,0.436363636,0.218181818,0.545454545
9/17/2013 0:00,Pinnacle,1,Android,0,0,0,,0,0,0,0, , , 
9/17/2013 0:00,Acme,0,ChromeOS,40,29,6,996,7,11,170,309,0.15,0.175,0.275
9/17/2013 0:00,Botly,,Android,282,228,0,,159,24,127,3659,0,0.563829787,0.085106383
9/17/2013 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0, , , 
9/17/2013 0:00,Acme,1,ChromeOS,3,2,2,201,1,2,8,15,0.666666667,0.333333333,0.666666667
9/17/2013 0:00,Acme,1,iOS,155,101,97,11319,21,109,565,889,0.625806452,0.135483871,0.703225806
9/17/2013 0:00,Acme,,Windows,58130,45641,0,,23877,2211,103262,249134,0,0.410751763,0.038035438
9/17/2013 0:00,Pinnacle,,WindowsPhone,2,1,0,,1,0,3,11,0,0.5,0
9/17/2013 0:00,Acme,,BlackBerry,94,82,0,,45,2,74,185,0,0.478723404,0.021276596
9/17/2013 0:00,Sortly,1,Linux,0,0,0,,0,0,0,0, , , 
9/17/2013 0:00,Acme,,Unknown,1262,765,0,,1030,1,422,1376,0,0.816164818,0.000792393
9/17/2013 0:00,Sortly,,Android,2001,1533,0,,1058,60,2747,5452,0,0.528735632,0.029985007
9/17/2013 0:00,Acme,0,iOS,3191,2373,483,76416,626,879,9702,17347,0.151363209,0.196176747,0.275462238
9/17/2013 0:00,Widgetry,,iOS,4542,3567,0,,121,418,55793,70444,0,0.026640247,0.092029943
9/17/2013 0:00,Pinnacle,0,Windows,99,68,7,2102,39,14,147,308,0.070707071,0.393939394,0.141414141
9/17/2013 0:00,Sortly,0,Linux,0,0,0,,0,0,0,0, , , 
9/17/2013 0:00,Acme,1,BlackBerry,0,0,0,8,0,0,1,2, , , 
9/17/2013 0:00,Pinnacle,0,iOS,41,34,3,1122,16,6,65,100,0.073170732,0.390243902,0.146341463
9/17/2013 0:00,Sortly,0,MacOSX,4,3,1,70,2,1,4,5,0.25,0.5,0.25
9/17/2013 0:00,Tabular,,iOS,2367,1962,0,,88,306,12587,19918,0,0.037177862,0.129277567
9/17/2013 0:00,Widgetry,1,iOS,14,13,14,1693,0,14,316,302,1,0,1
9/17/2013 0:00,Sortly,1,Windows,1,0,1,50,0,1,4,1,1,0,1
9/17/2013 0:00,Acme,1,Unknown,0,0,0,10,0,0,1,2, , , 
9/17/2013 0:00,Pinnacle,1,Windows,6,3,2,566,2,3,13,23,0.333333333,0.333333333,0.5
9/17/2013 0:00,Acme,1,Windows,780,480,483,53675,118,533,2753,5600,0.619230769,0.151282051,0.683333333
9/17/2013 0:00,Acme,,Android,4326,3855,0,,1602,93,4944,12247,0,0.370319001,0.02149792
9/17/2013 0:00,Pinnacle,,MacOSX,398,318,0,,266,13,411,662,0,0.668341709,0.032663317
9/17/2013 0:00,Tabular,0,iOS,164,157,164,29028,0,164,1698,2287,1,0,1
9/17/2013 0:00,Pinnacle,0,Linux,0,0,0,,0,0,1,1, , , 
9/17/2013 0:00,Pinnacle,,Linux,10,7,0,,7,0,8,7,0,0.7,0
9/17/2013 0:00,Botly,0,Android,11,10,11,1409,0,11,0,1,1,0,1
9/17/2013 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,0,0, , , 
9/17/2013 0:00,Tabular,1,iOS,10,9,10,1094,0,10,89,127,1,0,1
9/17/2013 0:00,Sortly,,ChromeOS,0,0,0,,0,0,0,0, , , 
9/17/2013 0:00,Pinnacle,1,iOS,3,1,1,243,1,1,3,4,0.333333333,0.333333333,0.333333333
9/17/2013 0:00,Sortly,1,MacOSX,0,0,0,38,0,0,2,1, , , 
9/17/2013 0:00,Pinnacle,,iOS,465,401,0,,305,10,488,582,0,0.655913978,0.021505376
9/17/2013 0:00,Sortly,,Windows,30,28,0,,18,1,55,37,0,0.6,0.033333333
9/17/2013 0:00,Pinnacle,,BlackBerry,2,1,0,,1,0,3,7,0,0.5,0
9/17/2013 0:00,Botly,1,Android,2,2,2,170,0,2,0,0,1,0,1
9/17/2013 0:00,Acme,1,Android,17,13,12,1063,2,13,59,123,0.705882353,0.117647059,0.764705882
9/17/2013 0:00,Acme,0,Android,294,215,27,3247,64,67,760,1672,0.091836735,0.217687075,0.227891156
9/17/2013 0:00,Acme,,Linux,1322,1190,0,,915,23,2510,3442,0,0.692133132,0.017397882
9/17/2013 0:00,Pinnacle,,Android,85,71,0,,57,1,78,130,0,0.670588235,0.011764706
9/17/2013 0:00,Acme,,,15,15,0,42,15,0,4,7,0,1,0
9/17/2013 0:00,Sortly,,Unknown,29,25,0,,19,1,31,55,0,0.655172414,0.034482759
9/17/2013 0:00,Acme,,iOS,19182,16501,0,,6438,809,27263,57666,0,0.33562715,0.042174956
9/17/2013 0:00,Sortly,,WindowsPhone,1,0,0,,0,0,1,0,0,0,0
9/17/2013 0:00,Acme,0,Unknown,5,4,1,144,1,1,13,28,0.2,0.2,0.2
9/17/2013 0:00,Acme,,MacOSX,22359,16529,0,,10440,1106,36346,93531,0,0.46692607,0.04946554
9/17/2013 0:00,Sortly,,MacOSX,16,14,0,,11,1,28,27,0,0.6875,0.0625
9/17/2013 0:00,Pinnacle,,Windows,1104,641,0,,687,14,1512,1319,0,0.622282609,0.012681159
9/17/2013 0:00,Pinnacle,1,MacOSX,2,1,1,238,1,2,5,12,0.5,0.5,1
9/17/2013 0:00,Sortly,0,Android,186,133,10,1078,57,32,386,605,0.053763441,0.306451613,0.172043011
9/17/2013 0:00,Acme,0,Windows,11734,8138,1992,299429,1820,3259,40272,90305,0.169763082,0.155104824,0.277739901
9/17/2013 0:00,Acme,1,Linux,7,4,5,372,1,5,30,70,0.714285714,0.142857143,0.714285714
9/17/2013 0:00,Sortly,0,iOS,793,621,71,8385,211,164,1215,1682,0.089533417,0.266078184,0.206809584
9/17/2013 0:00,Pinnacle,0,MacOSX,94,70,5,2835,51,12,132,255,0.053191489,0.542553191,0.127659574
9/17/2013 0:00,Widgetry,0,iOS,185,176,185,26864,0,185,5581,4274,1,0,1
9/17/2013 0:00,Acme,,ChromeOS,275,216,0,,104,11,477,1151,0,0.378181818,0.04
9/17/2013 0:00,Sortly,0,Unknown,2,1,0,64,0,0,3,5,0,0,0
9/17/2013 0:00,Sortly,,BlackBerry,1,0,0,,1,0,1,0,0,1,0
9/17/2013 0:00,Pinnacle,0,Android,4,2,0,,1,1,3,11,0,0.25,0.25
9/17/2013 0:00,Pinnacle,,Unknown,116,79,0,,89,0,66,145,0,0.767241379,0
9/17/2013 0:00,Pinnacle,,ChromeOS,1,1,0,,1,0,1,3,0,1,0
9/17/2013 0:00,Acme,0,WindowsPhone,11,8,1,102,2,2,20,40,0.090909091,0.181818182,0.181818182
9/17/2013 0:00,Acme,0,BlackBerry,6,4,0,4,2,1,11,32,0,0.333333333,0.166666667
9/17/2013 0:00,Acme,1,MacOSX,291,183,183,20132,47,198,1097,2277,0.628865979,0.161512027,0.680412371
9/17/2013 0:00,Sortly,,iOS,5690,4713,0,,2756,249,7689,11997,0,0.484358524,0.043760984
9/17/2013 0:00,Acme,0,MacOSX,9133,5852,1181,205677,2980,1928,25711,57013,0.129311289,0.326289281,0.211102595
9/17/2013 0:00,Sortly,,Linux,4,3,0,,3,0,6,12,0,0.75,0
9/18/2013 0:00,Acme,,Android,4161,3697,0,,1548,87,4777,11613,0,0.372025955,0.020908435
9/18/2013 0:00,Acme,,Unknown,1201,680,0,,965,1,369,1352,0,0.803497086,0.000832639
9/18/2013 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0, , , 
9/18/2013 0:00,Acme,0,Android,255,191,24,2987,51,64,723,1655,0.094117647,0.2,0.250980392
9/18/2013 0:00,Acme,0,Windows,10671,7410,1836,274580,1671,2990,36510,81172,0.172055103,0.156592634,0.280198669
9/18/2013 0:00,Acme,,Linux,1231,1115,0,,844,18,2367,3218,0,0.685621446,0.014622258
9/18/2013 0:00,Acme,0,BlackBerry,4,3,0,,1,0,6,16,0,0.25,0
9/18/2013 0:00,Acme,1,BlackBerry,0,0,0,8,0,0,1,1, , , 
9/18/2013 0:00,Sortly,1,iOS,47,30,18,1978,11,23,76,90,0.382978723,0.234042553,0.489361702
9/18/2013 0:00,Sortly,,Linux,5,4,0,,3,0,5,9,0,0.6,0
9/18/2013 0:00,Pinnacle,1,Android,0,0,0,4,0,0,0,0, , , 
9/18/2013 0:00,Acme,,iOS,17324,14977,0,,5892,722,24540,51879,0,0.340106211,0.041676287
9/18/2013 0:00,Sortly,0,Android,191,133,11,1448,58,39,359,614,0.057591623,0.303664921,0.204188482
9/18/2013 0:00,Sortly,0,Linux,1,0,0,39,0,0,8,32,0,0,0
9/18/2013 0:00,Acme,0,MacOSX,8380,5389,1070,184112,2847,1740,22502,50131,0.127684964,0.33973747,0.207637232
9/18/2013 0:00,Sortly,,Windows,35,33,0,,24,2,59,34,0,0.685714286,0.057142857
9/18/2013 0:00,Acme,0,Linux,75,53,10,1210,17,21,230,540,0.133333333,0.226666667,0.28
9/18/2013 0:00,Pinnacle,0,MacOSX,86,63,5,2935,43,11,128,260,0.058139535,0.5,0.127906977
9/18/2013 0:00,Acme,1,WindowsPhone,1,0,0,35,0,0,3,7,0,0,0
9/18/2013 0:00,Acme,1,iOS,136,89,86,10226,19,95,535,823,0.632352941,0.139705882,0.698529412
9/18/2013 0:00,Sortly,,iOS,5294,4386,0,,2678,197,6818,10536,0,0.505855686,0.037211938
9/18/2013 0:00,Pinnacle,,BlackBerry,3,2,0,,2,0,4,8,0,0.666666667,0
9/18/2013 0:00,Widgetry,,iOS,4388,3534,0,,119,385,48585,60920,0,0.027119417,0.087739289
9/18/2013 0:00,Acme,0,iOS,2795,2077,443,74112,527,820,8723,15612,0.158497317,0.188550984,0.293381038
9/18/2013 0:00,Tabular,,iOS,2184,1846,0,,87,271,10644,16803,0,0.039835165,0.124084249
9/18/2013 0:00,Acme,,WindowsPhone,129,113,0,,61,3,159,377,0,0.472868217,0.023255814
9/18/2013 0:00,Acme,0,Unknown,4,3,1,60,1,1,6,20,0.25,0.25,0.25
9/18/2013 0:00,Sortly,1,MacOSX,1,0,1,49,0,1,1,1,1,0,1
9/18/2013 0:00,Acme,1,MacOSX,254,163,163,19886,40,177,982,1805,0.641732283,0.157480315,0.696850394
9/18/2013 0:00,Sortly,0,iOS,793,620,67,8177,211,178,1385,1854,0.084489281,0.266078184,0.224464061
9/18/2013 0:00,Acme,,BlackBerry,113,101,0,,53,2,83,217,0,0.469026549,0.017699115
9/18/2013 0:00,Sortly,1,Windows,1,0,1,38,0,1,1,1,1,0,1
9/18/2013 0:00,Pinnacle,,iOS,445,379,0,,286,10,511,625,0,0.642696629,0.02247191
9/18/2013 0:00,Botly,0,Android,12,11,12,1813,0,12,1,1,1,0,1
9/18/2013 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,1,1, , , 
9/18/2013 0:00,Botly,1,Android,2,2,2,168,0,2,1,0,1,0,1
9/18/2013 0:00,Acme,0,ChromeOS,44,30,7,1051,9,13,154,299,0.159090909,0.204545455,0.295454545
9/18/2013 0:00,Acme,0,WindowsPhone,12,9,1,101,2,3,37,77,0.083333333,0.166666667,0.25
9/18/2013 0:00,Pinnacle,0,Unknown,0,0,0,,0,0,0,0, , , 
9/18/2013 0:00,Pinnacle,1,Windows,6,3,2,753,1,3,11,18,0.333333333,0.166666667,0.5
9/18/2013 0:00,Sortly,,Android,1904,1454,0,,1014,47,2446,5057,0,0.532563025,0.024684874
9/18/2013 0:00,Tabular,1,iOS,7,6,7,1212,0,7,71,104,1,0,1
9/18/2013 0:00,Sortly,0,Windows,6,5,1,87,2,1,14,17,0.166666667,0.333333333,0.166666667
9/18/2013 0:00,Pinnacle,,WindowsPhone,1,1,0,,1,0,1,0,0,1,0
9/18/2013 0:00,Botly,,Android,282,231,0,,158,26,106,9517,0,0.560283688,0.092198582
9/18/2013 0:00,Pinnacle,1,MacOSX,3,2,2,315,1,2,9,11,0.666666667,0.333333333,0.666666667
9/18/2013 0:00,Pinnacle,,Android,85,66,0,,59,2,85,123,0,0.694117647,0.023529412
9/18/2013 0:00,Sortly,1,Android,20,11,7,1014,5,10,37,56,0.35,0.25,0.5
9/18/2013 0:00,Sortly,,Unknown,32,27,0,,17,1,41,85,0,0.53125,0.03125
9/18/2013 0:00,Pinnacle,0,Linux,1,0,0,24,0,0,2,3,0,0,0
9/18/2013 0:00,Acme,1,ChromeOS,2,1,1,102,1,1,13,18,0.5,0.5,0.5
9/18/2013 0:00,Sortly,,MacOSX,18,16,0,,13,1,21,18,0,0.722222222,0.055555556
9/18/2013 0:00,Pinnacle,0,Android,4,3,0,10,2,1,7,20,0,0.5,0.25
9/18/2013 0:00,Pinnacle,0,Windows,102,76,7,2432,42,16,191,353,0.068627451,0.411764706,0.156862745
9/18/2013 0:00,Sortly,0,Unknown,1,1,0,,0,0,4,7,0,0,0
9/18/2013 0:00,Pinnacle,,MacOSX,389,313,0,,265,10,449,670,0,0.681233933,0.025706941
9/18/2013 0:00,Sortly,0,MacOSX,5,4,1,117,2,1,11,11,0.2,0.4,0.2
9/18/2013 0:00,Pinnacle,,,1,0,0,,1,0,0,0,0,1,0
9/18/2013 0:00,Pinnacle,,Linux,29,26,0,,25,0,14,27,0,0.862068966,0
9/18/2013 0:00,Sortly,,BlackBerry,2,1,0,,1,0,2,1,0,0.5,0
9/18/2013 0:00,Pinnacle,,ChromeOS,2,1,0,,1,0,2,4,0,0.5,0
9/18/2013 0:00,Acme,1,Windows,734,453,459,51337,116,501,2524,5123,0.625340599,0.158038147,0.682561308
9/18/2013 0:00,Tabular,0,iOS,144,137,144,25411,0,144,1496,1980,1,0,1
9/18/2013 0:00,Acme,,MacOSX,20602,15171,0,,10017,949,31772,81032,0,0.486214931,0.046063489
9/18/2013 0:00,Widgetry,0,iOS,177,169,177,25578,0,177,4556,3457,1,0,1
9/18/2013 0:00,Acme,,ChromeOS,242,198,0,,96,9,410,1002,0,0.396694215,0.037190083
9/18/2013 0:00,Acme,,,14,13,0,10,14,0,4,4,0,1,0
9/18/2013 0:00,Pinnacle,,Unknown,154,116,0,,130,0,69,165,0,0.844155844,0
9/18/2013 0:00,Acme,,Windows,53849,42261,0,,22261,2013,93304,229705,0,0.41339672,0.03738231
9/18/2013 0:00,Acme,1,Linux,7,4,4,516,1,5,15,37,0.571428571,0.142857143,0.714285714
9/18/2013 0:00,Pinnacle,,Windows,1043,614,0,,658,14,1339,1188,0,0.630872483,0.013422819
9/18/2013 0:00,Pinnacle,0,iOS,43,35,3,879,18,7,69,95,0.069767442,0.418604651,0.162790698
9/18/2013 0:00,Acme,1,Unknown,0,0,0,13,0,0,0,0, , , 
